date,MMWR_week,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Administered_Dose1_Pop_Pct,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,Series_Complete_Pop_Pct,Booster_Daily,Booster_Cumulative,Booster_7_Day_Rolling_Average,Additional_Doses_Vax_Pct,Second_Booster_50Plus_Daily,Second_Booster_50Plus_Cumulative,Second_Booster_50Plus_7_Day_Rolling_Average,Second_Booster_50Plus_Vax_Pct,Bivalent_Booster_Daily,Bivalent_Booster_Cumulative,Bivalent_Booster_7_Day_Rolling_Average,Bivalent_Booster_Pop_Pct,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Administered_Daily_Pct,Series_Complete_Daily_Pct,Series_Complete_Ratio,Booster_Daily_Pct,Booster_Ratio
2021-01-06,120,3222508,28925087,1743724.0,1666127,16488131,886045.0,274.14,2055652.0,1743724.0,349506,741555,93506.0,8.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2 - 4 Years,33.02133040451476,0.0,0.0,11.140875738766145,47.13150069785788,0.10845776022898934,,0.0
2021-01-06,120,3222508,28925087,1743724.0,1666127,16488131,886045.0,274.14,2055652.0,1743724.0,349506,741555,93506.0,8.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,<2 Years,17.06652346309485,0.0,0.0,11.140875738766145,47.13150069785788,0.10845776022898934,,0.0
2021-01-06,120,3222508,28925087,1743724.0,1666127,16488131,886045.0,274.14,2055652.0,1743724.0,349506,741555,93506.0,8.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12 - 17 Years,58.16191325272558,0.0,0.0,11.140875738766145,47.13150069785788,0.10845776022898934,,0.0
2021-01-07,120,3766028,32691115,1999270.0,1734388,18222519,1015397.0,303.8,2348716.0,1999270.0,567598,1309153,173588.0,13.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12 - 17 Years,59.58212609768905,0.0,0.0,11.520035336818582,43.356124150500364,0.1507152894242953,,0.0
2021-01-07,120,3766028,32691115,1999270.0,1734388,18222519,1015397.0,303.8,2348716.0,1999270.0,567598,1309153,173588.0,13.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2 - 4 Years,33.948606453315485,0.0,0.0,11.520035336818582,43.356124150500364,0.1507152894242953,,0.0
2021-01-07,120,3766028,32691115,1999270.0,1734388,18222519,1015397.0,303.8,2348716.0,1999270.0,567598,1309153,173588.0,13.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5 - 11 Years,34.30146819243164,0.0,0.0,11.520035336818582,43.356124150500364,0.1507152894242953,,0.0
2021-01-07,120,3766028,32691115,1999270.0,1734388,18222519,1015397.0,303.8,2348716.0,1999270.0,567598,1309153,173588.0,13.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,18 - 24 Years,96.30582995085028,0.014,0.001,11.520035336818582,43.356124150500364,0.1507152894242953,,0.0
2021-01-07,120,3766028,32691115,1999270.0,1734388,18222519,1015397.0,303.8,2348716.0,1999270.0,567598,1309153,173588.0,13.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,25 - 49 Years,85.98674035660854,0.038,0.003,11.520035336818582,43.356124150500364,0.1507152894242953,,0.0
2021-01-07,120,3766028,32691115,1999270.0,1734388,18222519,1015397.0,303.8,2348716.0,1999270.0,567598,1309153,173588.0,13.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,50 - 64 Years,72.80583317352276,0.04,0.003,11.520035336818582,43.356124150500364,0.1507152894242953,,0.0
2021-01-07,120,3766028,32691115,1999270.0,1734388,18222519,1015397.0,303.8,2348716.0,1999270.0,567598,1309153,173588.0,13.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,65+ Years,58.03949501141548,0.035,0.001,11.520035336818582,43.356124150500364,0.1507152894242953,,0.0
2021-01-07,120,3766028,32691115,1999270.0,1734388,18222519,1015397.0,303.8,2348716.0,1999270.0,567598,1309153,173588.0,13.9,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,<2 Years,17.124732940799166,0.0,0.0,11.520035336818582,43.356124150500364,0.1507152894242953,,0.0
2021-01-08,120,4176172,36867287,2436560.0,1694223,19916742,1222266.0,332.99,2478836.0,2436560.0,735096,2044249,275945.0,21.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,25 - 49 Years,90.14716506342955,0.041,0.005,11.327581549464163,35.95922023197761,0.17602148570509069,,0.0
2021-01-08,120,4176172,36867287,2436560.0,1694223,19916742,1222266.0,332.99,2478836.0,2436560.0,735096,2044249,275945.0,21.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,18 - 24 Years,101.68509580108945,0.015,0.001,11.327581549464163,35.95922023197761,0.17602148570509069,,0.0
2021-01-08,120,4176172,36867287,2436560.0,1694223,19916742,1222266.0,332.99,2478836.0,2436560.0,735096,2044249,275945.0,21.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12 - 17 Years,62.94392465752013,0.0,0.0,11.327581549464163,35.95922023197761,0.17602148570509069,,0.0
2021-01-08,120,4176172,36867287,2436560.0,1694223,19916742,1222266.0,332.99,2478836.0,2436560.0,735096,2044249,275945.0,21.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,65+ Years,60.13564607927879,0.04,0.002,11.327581549464163,35.95922023197761,0.17602148570509069,,0.0
2021-01-08,120,4176172,36867287,2436560.0,1694223,19916742,1222266.0,332.99,2478836.0,2436560.0,735096,2044249,275945.0,21.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5 - 11 Years,36.77381348116904,0.0,0.0,11.327581549464163,35.95922023197761,0.17602148570509069,,0.0
2021-01-08,120,4176172,36867287,2436560.0,1694223,19916742,1222266.0,332.99,2478836.0,2436560.0,735096,2044249,275945.0,21.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2 - 4 Years,36.62918031852679,0.0,0.0,11.327581549464163,35.95922023197761,0.17602148570509069,,0.0
2021-01-08,120,4176172,36867287,2436560.0,1694223,19916742,1222266.0,332.99,2478836.0,2436560.0,735096,2044249,275945.0,21.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,<2 Years,18.200989028566177,0.0,0.0,11.327581549464163,35.95922023197761,0.17602148570509069,,0.0
2021-01-08,120,4176172,36867287,2436560.0,1694223,19916742,1222266.0,332.99,2478836.0,2436560.0,735096,2044249,275945.0,21.2,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,50 - 64 Years,76.54561860786828,0.043,0.005,11.327581549464163,35.95922023197761,0.17602148570509069,,0.0
2021-01-09,120,2586953,39454240,2648636.0,740764,20657506,1254205.0,352.42,1021895.0,2648636.0,259702,2303951,312158.0,24.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,65+ Years,59.08281377287845,0.043,0.002,6.5568440806362,11.27202792073269,0.10038914506757564,,0.0
2021-01-09,120,2586953,39454240,2648636.0,740764,20657506,1254205.0,352.42,1021895.0,2648636.0,259702,2303951,312158.0,24.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,18 - 24 Years,100.13121172957734,0.016,0.001,6.5568440806362,11.27202792073269,0.10038914506757564,,0.0
2021-01-09,120,2586953,39454240,2648636.0,740764,20657506,1254205.0,352.42,1021895.0,2648636.0,259702,2303951,312158.0,24.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,12 - 17 Years,61.95200277907158,0.0,0.0,6.5568440806362,11.27202792073269,0.10038914506757564,,0.0
2021-01-09,120,2586953,39454240,2648636.0,740764,20657506,1254205.0,352.42,1021895.0,2648636.0,259702,2303951,312158.0,24.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5 - 11 Years,36.342421118173824,0.0,0.0,6.5568440806362,11.27202792073269,0.10038914506757564,,0.0
2021-01-09,120,2586953,39454240,2648636.0,740764,20657506,1254205.0,352.42,1021895.0,2648636.0,259702,2303951,312158.0,24.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2 - 4 Years,36.29877161148284,0.0,0.0,6.5568440806362,11.27202792073269,0.10038914506757564,,0.0
2021-01-09,120,2586953,39454240,2648636.0,740764,20657506,1254205.0,352.42,1021895.0,2648636.0,259702,2303951,312158.0,24.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,<2 Years,17.93099613198021,0.0,0.0,6.5568440806362,11.27202792073269,0.10038914506757564,,0.0
2021-01-09,120,2586953,39454240,2648636.0,740764,20657506,1254205.0,352.42,1021895.0,2648636.0,259702,2303951,312158.0,24.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,50 - 64 Years,75.12761946849342,0.045,0.005,6.5568440806362,11.27202792073269,0.10038914506757564,,0.0
2021-01-09,120,2586953,39454240,2648636.0,740764,20657506,1254205.0,352.42,1021895.0,2648636.0,259702,2303951,312158.0,24.3,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,25 - 49 Years,88.28627053285732,0.042,0.006,6.5568440806362,11.27202792073269,0.10038914506757564,,0.0
2021-01-10,240,1907755,41361995,2828092.0,353479,21010985,1266607.0,365.35,505380.0,2828092.0,139655,2443606,331371.0,25.7,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,2 - 4 Years,36.16021312143216,0.0,0.0,4.612337968707747,5.715119376855352,0.07320384430914871,,0.0
2021-01-10,240,1907755,41361995,2828092.0,353479,21010985,1266607.0,365.35,505380.0,2828092.0,139655,2443606,331371.0,25.7,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,5 - 11 Years,35.98435039079829,0.0,0.0,4.612337968707747,5.715119376855352,0.07320384430914871,,0.0
